Hugo_Symbol	Incidence	CL97.5%	CL2.5%	Mean
PCDH15	8.286203672165016	8.713094177225592	7.856185491349856	8.26825877299857
RYR3	8.274477369947501	8.691655975518698	7.803870205441585	8.251439713621235
APOB	8.257833893710053	8.649472420733062	7.796121946718744	8.242540844973808
NEB	7.788668534514629	8.221655616180996	7.340704977348469	7.76732779944456
DNAH9	7.751946520246479	8.155513225912474	7.322531651577979	7.729739308060201
GPR98	7.681989025541845	8.080926850084499	7.265595675030712	7.675337471227266
PKHD1L1	7.65301416005464	8.029285769607938	7.222351615947953	7.633780867200023
BRAF	7.6458274431767155	7.970832321381747	7.288798390450645	7.635166742543438
ABCA13	7.585592135662045	7.994237076409828	7.151730707547713	7.5720664818969565
CSMD2	7.560511207484148	7.957618521353459	7.126024397299566	7.534961777628095
LRP2	7.395842567375778	7.785578568656009	6.964038665347244	7.382483431087106
AHNAK2	7.331698798062268	7.724870720964219	6.903143483733571	7.319538302876639
DNAH8	7.254325380235331	7.642045161376113	6.810171656630776	7.23692181657864
DNAH7	7.193239397123046	7.571217828208824	6.769965020923263	7.175940484777593
DMD	7.137359556606332	7.516745078638244	6.682902213777843	7.108452044529687
DNAH11	7.036172804729603	7.411707071906449	6.6206564536751715	7.019834430742853
ARID1A	6.955533515271821	7.31243243449704	6.5747298090537765	6.936059258144891
ANK2	6.878125903799271	7.279602558542699	6.4477618672446795	6.866051760862488
MUC5B	6.873207585561063	7.277788667597786	6.434991418803684	6.847106224183846
COL11A1	6.870878109074632	7.269890188878524	6.448019010755258	6.8570714881778265
RELN	6.798793006875939	7.177839990730808	6.379520662976153	6.787290686394437
NAV3	6.652867994636987	7.035754958680801	6.228205575863963	6.6335970737578664
FAT1	6.640570199325327	7.032158310383258	6.213012673000416	6.61789834917371
MACF1	6.628079139198786	7.0390423227961065	6.211354894604653	6.621893075196318
PKHD1	6.616484035406132	7.021441497193888	6.210681130604928	6.601907860544126
ANK3	6.577392445066329	6.949890450517171	6.188135272698801	6.559167002489349
DNAH3	6.556065057339031	6.95144441527116	6.138351409332686	6.546977284652272
AHNAK	6.549059237607602	6.944936747884517	6.107891984414788	6.525176443002747
SYNE2	6.504911277582205	6.903174407553085	6.1026716124672005	6.491508301380242
PAPPA2	6.391760038241041	6.762405546350999	5.986103506401136	6.381913044801249
CACNA1E	6.378463108771047	6.78167308152196	5.977790134073978	6.372096697500351
FAT2	6.328694677581416	6.637085417519424	5.220103159730334	6.007720547752097
FAM135B	6.256219128912839	6.633117746297927	5.8705123705082904	6.246178851216506
SI	6.245307690209838	6.604224162225077	5.836786489676136	6.219162352186571
CUBN	6.207475953128698	6.579688903347149	5.8079782226187655	6.185438948064838
MXRA5	6.158028478430237	6.558017757841675	5.782053213930971	6.148922643270402
RP1	6.143360800688973	6.4950476680721465	5.7451876714264065	6.130194796520392
DST	6.12553032086709	6.507380890551145	5.720007169199411	6.104308092256322
ZNF536	6.105110146850628	6.486183250164576	5.714146330929414	6.093922692339553
HYDIN	5.989898509217192	6.349166096408217	5.6032155389331795	5.974453648624305
PTEN	5.972533582468673	6.303834665401698	5.638231757963732	5.971340201827494
HERC2	5.9675958894320775	6.3420830912783	5.555394706463937	5.954838448548776
FCGBP	5.952120949972859	6.3207486087922735	5.567641502643574	5.938354962066095
LAMA2	5.9250137307971675	6.296074297124902	5.51420658203503	5.918446676861736
DNAH10	5.918342843681425	6.285103459214254	5.533948371787602	5.900193040876926
GPR112	5.842427291695362	6.220874412313477	5.454157336078985	5.828999712762779
DCHS2	5.831646539816004	6.21974308574581	5.425387909378805	5.821472375199827
MDN1	5.781045217989568	6.147227591320069	5.364855430260887	5.760474254848555
PLEC	5.742611344760814	6.113926839241873	5.344044876922615	5.737912765595487
FMN2	5.723129553091839	6.094094546414557	5.331801147221403	5.70822440047547
FBN2	5.719104061935817	6.093520965441867	5.3206038990012585	5.702748392721647
C1ORF173	5.701447664083901	6.07075656950721	5.326252526373652	5.693024507086502
KIAA1109	5.658154568938591	6.023747538513872	5.270164388324653	5.651917486586687
COL6A3	5.657686706820143	6.010108930762844	5.285628710329858	5.644453666719224
TG	5.643046789724671	6.019807026156059	5.260405659418646	5.630054940627039
SACS	5.626034847308894	5.963719876266878	5.247807520037366	5.608845196409923
TENM1	5.61717513862856	5.963579195850839	5.255948418499047	5.608004211908612
FLG2	5.6100748101103095	5.988940034548144	5.215880891463062	5.600257102968624
VCAN	5.583042079620935	5.9421199796751285	5.19353830178899	5.56400960837518
SPHKAP	5.565304858054318	5.909950527161103	5.199531105239207	5.557361389334287
UNC13C	5.513233884959807	5.853370838141105	5.141318627352998	5.497695627829775
ATM	5.485843991235565	5.8518698703139735	5.101303715630403	5.4793463379905525
COL22A1	5.479894145643553	5.8430127184497564	5.110426361147607	5.475247293840978
ZFHX3	5.447603397832736	5.802788208824052	5.058391612353939	5.419119195815725
THSD7B	5.421612847253731	5.750051946015773	5.064624158883309	5.408931975559088
DSCAM	5.410341815248958	5.75793457271064	5.03018645332028	5.399465493995335
HUWE1	5.402436535856023	5.765287851372751	5.0336255677429005	5.39341145306147
HRNR	5.397388064819722	5.771766089548514	5.008663416996647	5.388203314702652
PEG3	5.397381953222211	5.761258550141693	5.030584217100617	5.3828094761108805
PTPRD	5.395394491833341	5.771469588580076	4.992189265181094	5.376592653306934
COL12A1	5.377990712405966	5.740586198064906	5.00019041460628	5.369164103490749
RP1L1	5.372526474650368	5.7244829145803955	4.997607105452212	5.356670305012216
MUC4	5.361992499879246	5.715969318714055	4.988070023013991	5.348828212772403
BIRC6	5.347053480527618	5.708817981111497	4.997803124306694	5.342502272678554
NRXN1	5.338961308633878	5.6737265547758176	4.94419651356	5.320913079558419
DNAH17	5.33843025982096	5.682811350665	4.97653188154084	5.325820307112697
SVEP1	5.338066957462717	5.7229841211972605	4.955497452484018	5.33713999771281
TNR	5.3160905132762535	5.662603937162324	4.964406248976929	5.307027990378249
CREBBP	5.29506183529215	5.57621618104697	4.217863629317012	4.962319929141008
LRP1	5.288097415568028	5.636498282395003	4.911758138840444	5.281479526676796
ADGRB3	5.268117788854272	5.615796947523312	4.898941479992892	5.245956709180267
LAMA1	5.262016408706445	5.604826352185538	4.892200365007703	5.251061877767487
DNAH2	5.253004612077334	5.599353611692798	4.902900381222061	5.245312379651568
VPS13B	5.235909813309012	5.597519257516208	4.8607095735388945	5.212812032133051
CDH10	5.235603551242032	5.552971087257291	4.850338089846785	5.218256994199162
CNTNAP5	5.16974979633266	5.5168225902778785	4.812142716129139	5.159213639914375
ASPM	5.143740942179509	5.500532526558141	4.768057760873749	5.130537334149094
TENM3	5.072469240333107	5.41962962857121	4.714817114164198	5.064503807949103
GRIN2A	5.067036090136672	5.4351147480159865	4.696643381185892	5.0475841524149345
FLNC	5.064546446788674	5.3961761641354515	4.687068715459649	5.037412787319625
FRAS1	5.062514117615473	5.408751064410645	4.711611055194197	5.056241123096098
UBR4	5.049405011993372	5.39447626240416	4.690883056809695	5.038731378984891
MAGEC1	5.046619777326818	5.377501955144587	4.695298451119831	5.0348277270276975
SDK1	5.02824439772527	5.376692825454519	4.648903686502929	5.008239105545095
ZNF831	5.022392760093469	5.366064303214712	4.660370652915283	5.013559592098006
FREM2	4.996209483723004	5.3472242372179934	4.652602089857028	4.985464375666794
ADAMTS12	4.977790457118976	5.327655020081054	4.615034682715355	4.970159064741808
NF1	4.968048323219221	5.2941018389512084	4.602195551998505	4.95448332959007
MYO18B	4.964152928970438	5.31047231376659	4.5999336075306	4.950472777473242
ZNF804A	4.956628609453363	5.29680709927724	4.604569989862952	4.951929106199909
PXDNL	4.95511918448235	5.3098798755897265	4.57860604979794	4.943961940146043
BSN	4.948739932226908	5.29070531597463	4.591036522858788	4.941566749682394
MYH1	4.944824563408067	5.276008181796043	4.596960548029937	4.935449922159829
CNTNAP2	4.942331762183794	5.28096313707092	4.580635111689623	4.933516255554767
PDE4DIP	4.921739146002911	5.278615480199229	4.554510372404455	4.9125514669029124
PTPRT	4.910528806207838	5.2388371428827325	4.555700453182674	4.904348135777452
MYH2	4.897785200528585	5.242118940275917	4.543032895355214	4.894222275328695
DCC	4.890506634764937	5.22798373396858	4.5252647804673085	4.88408000740207
SCN10A	4.889156488645749	5.228622163389134	4.546394671406707	4.882195691021757
PLXNA4	4.874762054197392	5.22917771036574	4.502826638979279	4.864048472877879
TRRAP	4.866119871644777	5.226103474648766	4.524960541560182	4.861208053247957
NALCN	4.853705978037573	5.204678983904576	4.512598058483286	4.844462389877251
TAF1L	4.8370758650975	5.2034728969318085	4.472438947615544	4.835151559892424
LRRK2	4.830899139301104	5.167011548371277	4.45976118895794	4.803273012205509
STAB2	4.823076379626809	5.1680880748697575	4.47013719078828	4.811141510014634
CMYA5	4.821078290871193	5.151380906083939	4.4665469538787885	4.8087109153333625
RNF213	4.813736604609673	5.138821199810926	4.441278780302435	4.797053642548269
MYCBP2	4.801273857991822	5.1513962100289135	4.453782778083372	4.797089771671048
PRUNE2	4.793825378113146	5.151941114886538	4.436375263653796	4.793582009110409
KALRN	4.785957000810981	5.113565215159963	4.450914532267421	4.773786512095443
ADAMTS20	4.776770906929041	5.100357175794979	4.417560132767238	4.760882059049713
ALMS1	4.751015191469192	5.089638306886979	4.397031922645124	4.739378492653669
MGAM	4.744212371876634	5.06648593875724	4.407297688374407	4.738995727948489
DYNC1H1	4.699692164672014	5.051489631904262	4.3570528476697135	4.69723562019828
ASTN1	4.689785179260938	5.018164520044549	4.332811536290633	4.67464507069982
ANKRD30A	4.687613392160406	5.022865824584637	4.335673558518816	4.67498949919501
ASXL3	4.67953453457595	5.000863001975612	4.33587515161733	4.660875651251708
LRRC7	4.676485051995517	5.009155392724916	4.327021158633699	4.66882796660693
PREX2	4.659294167418638	4.987855166637371	4.305043885295884	4.646935043927204
FBN3	4.658217907874771	4.977457623259815	4.3264368715094585	4.65173987626715
PRDM9	4.64783115021477	4.992994422800294	4.294904232266349	4.643798353461154
MYH8	4.633951162145646	4.980843444488813	4.290053244775541	4.633691770702586
SRCAP	4.619288772285448	4.94346216630027	4.272683862714672	4.601408660394178
UNC79	4.6181402688752575	4.955463281041062	4.249789109524868	4.595304610107421
AKAP9	4.615395833006185	4.935422438250365	4.242093781716531	4.590816509745413
SCN1A	4.603593378945253	4.9295913774797535	4.242756264386429	4.583872454787918
TPTE	4.590214349129466	4.918837246676757	4.24918091674534	4.582434887166803
HCN1	4.5840044251916705	4.922432896172826	4.2405663196251435	4.5747030097265196
PRKDC	4.569358663788296	4.89916497997603	4.202575338992544	4.55948210909135
MYH4	4.560123658039572	4.891027116231401	4.23259776073291	4.556119538493469
NBEA	4.558397505845577	4.897274719254079	4.221534868457282	4.5633341371109655
HSPG2	4.5579732893154565	4.892855788780487	4.206619036684756	4.5480119157929275
COL5A1	4.551255729165718	4.888228549896109	4.198983814906104	4.540104290717741
COL6A6	4.551165272254813	4.875663893899016	4.213182811446326	4.544013290386141
RIMS2	4.547488369822404	4.908301110299584	4.214746774209645	4.542538477319803
HERC1	4.508964901514064	4.85483396775657	4.144876848429289	4.496069148591045
ZNF208	4.504443245297515	4.8480237104931945	4.1813036905211725	4.499998471689356
DYNC2H1	4.503318978028947	4.834406916502048	4.145316217025476	4.490148028543289
NPAP1	4.496880148492581	4.8174510586322725	4.165926229091234	4.487677099056509
SPEN	4.474577618266371	4.8043518910710254	4.123482439755154	4.463964984237457
DOCK2	4.459018675236308	4.7753653115598995	4.0890445941872535	4.451613502611017
PKD1L1	4.440716209666686	4.773800569599379	4.088270295234392	4.4325297291155055
DYSF	4.432668421776034	4.762856985697294	4.084991357769649	4.420405574126239
SCN5A	4.429028233332589	4.769980008659297	4.109679310277423	4.426567364002534
PCDH11X	4.415908836493653	4.760834534290358	4.064321047589875	4.4102172764383205
LYST	4.411074560784832	4.736100629063821	4.054972552728471	4.399218905950111
PCDH17	4.409607430966853	4.756449227867056	4.069313025316419	4.40760701802493
MYH7	4.4060816397868265	4.744378161705588	4.060158061680611	4.39844953942665
ABCA12	4.398014841418251	4.714532339541578	4.076487658790207	4.390675078609303
COL7A1	4.391182584177133	4.702605733743863	4.037066575202709	4.37595719958107
HECW1	4.389344222205993	4.728589921109845	4.033039020193096	4.385114548192205
ERBB4	4.386455937368441	4.707300501425708	4.028221668475557	4.377163099201869
KMT2A	4.3818459302535855	4.700453596361448	4.032924272690731	4.373745868496677
DIDO1	4.37429910373136	4.705025215861448	4.04910182007789	4.366933278516062
SCN11A	4.369933259628317	4.704263645027538	4.062162983150995	4.363785786391212
TMEM132D	4.365265988345402	4.68897806287847	4.025391808769194	4.351848676676266
MYO15A	4.338142676915824	4.675293484660747	3.976379655651975	4.326236311830315
ZAN	4.3366834652418165	4.660536310147811	4.016077493792251	4.330654229719095
MROH2B	4.3354991589929135	4.654112153161825	4.012851434456122	4.325423707420843
RB1	4.320582254937904	4.629311123543671	4.022589780356357	4.314277405973086
CACNA1C	4.318988485441784	4.659728586054864	3.989592387945501	4.31777846579234
VWF	4.307794774939256	4.634726654533991	3.9769418792117173	4.300523333436984
MKI67	4.301773509198237	4.6131641462437	3.9586718699240873	4.293408333327999
SPEG	4.292827737263138	4.624748827861753	3.9647657844135655	4.283506457983571
TENM2	4.2887073020138695	4.617888711088985	3.941450872273457	4.279210986969281
ADCY8	4.2824135531961804	4.618903953610919	3.9424234699941922	4.26948445780786
ZNF804B	4.270756621426581	4.61667337271208	3.929390073567346	4.262694633474026
SCN3A	4.254417483434995	4.578128621598045	3.920424968535806	4.2459951512639815
SALL1	4.249420205137504	4.585602922596573	3.9201510963470003	4.243314872229999
CDH9	4.248907358161464	4.5645129165806875	3.909846382486538	4.237614084785939
VPS13D	4.247394343972678	4.5739599766970676	3.910328743671666	4.2349006386609584
LPHN3	4.242390281229326	4.5732161921661465	3.9003299065622152	4.237920023429653
EYS	4.224913019153307	4.559990375643688	3.8639146091201697	4.208320626047509
WDFY3	4.2176596072072625	4.550248323379184	3.894982159826161	4.211252848159264
BRCA2	4.216017094535656	4.5313785153167565	3.889217219497036	4.201682411071854
PCDH10	4.194088021437568	4.524045006438567	3.863084446388679	4.1859666596412985
FSIP2	4.188750232473385	4.5106949134972005	3.866271047149713	4.181735479278423
PDZD2	4.186012359229131	4.515457575199575	3.8388964038362303	4.176324767235252
FAM47C	4.178889731689275	4.522247510536038	3.8596741674674844	4.177263143343656
UTRN	4.173475003626654	4.489490354684869	3.837881296370023	4.166302520192218
FBXW7	4.171491760970514	4.473493122553483	3.85718638844332	4.165673426999987
CRB1	4.158357717581914	4.47212355775129	3.8365539225396503	4.148349645434421
LAMA3	4.15581885783506	4.4790827107806255	3.823880771903058	4.147113030425802
CARD11	4.1512451249765085	4.428784584030116	3.0938105336490502	3.8527802579005934
DNAH1	4.141819593513109	4.459380639134887	3.8104015321067144	4.134458989713775
FBN1	4.124935805524125	4.456403146613022	3.7779790690026958	4.1117724507940085
CHD6	4.122765214037007	4.4540380079108	3.7856560200581826	4.113546168498537
LAMA5	4.119159362315351	4.43672922483343	3.7710642595750885	4.09786505291248
CDH23	4.117698126208815	4.4452021057627835	3.7837342087991157	4.107355887217506
PCNT	4.109658513582018	4.4205842626126515	3.720602836789815	4.095056480778552
IGSF10	4.0932779676562125	4.392803036331618	3.7681035562335454	4.08347332182685
SCN2A	4.092290753018501	4.401252289337898	3.751327360638607	4.07452388112541
DCHS1	4.087712125492271	4.435818275231991	3.7462844848675534	4.076915838927935
PTPRB	4.084766766917051	4.395115991841685	3.762428608171933	4.0786354880338385
SPAG17	4.079680997462333	4.377452092161748	3.7280552245021035	4.057626827144773
ACAN	4.079392069225274	4.396197474722392	3.7475767378876252	4.076439673662706
LCT	4.074221416119318	4.3890373195538865	3.7074194358094994	4.057919212220804
DSP	4.072731502785421	4.38329408183055	3.755989990723007	4.063073104038836
CTNND2	4.071243295362548	4.4078834173031085	3.7506680767493576	4.066549365502285
EP400	4.070901365114968	4.366271931431382	3.737944512884579	4.054040830661546
NCKAP5	4.065837569809049	4.388145853133754	3.752425175876023	4.061481084310785
MYO3A	4.063368995596043	4.3877542618646554	3.730570184616109	4.0467150023460015
AKAP6	4.058687060503382	4.377573888638248	3.7141342693677193	4.043188272485449
ROBO2	4.048053070180865	4.380694747803045	3.729106055004566	4.046615971806849
F8	4.038084453051484	4.341828827644559	3.6993275282563856	4.018252498118142
VPS13C	4.0331766568415635	4.36528008688438	3.6764338505275496	4.018313472433801
DSCAML1	4.028763448939119	4.328550409522304	3.7034208364741303	4.015706789333029
SLIT2	4.026734543089092	4.328251436202664	3.7009472453611165	4.016126936178566
ROS1	4.022964574132066	4.324222193297705	3.696122239063243	4.01187222834417
MYO16	4.013304061782125	4.326192455675725	3.678669126431366	4.00119985251777
USP34	4.008686840539577	4.33203486712913	3.677912252339593	4.00789931834786
CHD7	4.004510175571401	4.31800673705883	3.6527256370542793	3.9901078191951784
TCHH	3.9993812670489826	4.340376651922501	3.6570587020984893	3.991500834877012
GRIN2B	3.9854989913169865	4.299976424409764	3.665163573357797	3.973077940520527
DMBT1	3.980364662831098	4.2682737631516	3.6556238662981633	3.963074901571672
AFF2	3.979431162656757	4.298749038703734	3.6440911424722966	3.9700192814742694
OTOGL	3.9786666936579618	4.292831437060976	3.6499784317359563	3.9713279722195707
ATRX	3.975141833563701	4.284732422358467	3.637330564205341	3.9636545248128785
TEX15	3.962481010216138	4.287238677709122	3.628416582631876	3.957081666519108
F5	3.9543170234686995	4.265317988572927	3.6205872708429534	3.939289894880124
TRPS1	3.9485092618024837	4.259122348009274	3.60792255904086	3.9303135339603172
SRRM2	3.9471422233258093	4.2648683630054665	3.621733763903589	3.938031977071364
ZDBF2	3.9427033150291604	4.2577946741728026	3.6326589780895175	3.938171313043212
TNXB	3.942488405879381	4.250765404594743	3.611730269505674	3.9330151465914813
TRIO	3.9399708910645974	4.259304966871736	3.6058526588947872	3.9265618313141606
TECTA	3.9320369949091027	4.245555470102097	3.618847917752751	3.9235871049855593
UBR5	3.9277775782012734	4.228944219264218	3.5808486357061833	3.9054746431375253
ASH1L	3.9268404405541912	4.247705848895114	3.598062773632598	3.9187066732076383
TNN	3.9221245186904374	4.251792499809489	3.587840027692184	3.913209345402907
PTPRZ1	3.9151890672356298	4.2450985041248455	3.600342294585752	3.9105573563855622
TRPM6	3.900841036674061	4.2126209212504016	3.5666123230872815	3.891405393706633
ADAMTS16	3.9001015743562286	4.213040200221475	3.572615823265838	3.8953575313497417
COL14A1	3.8982217634359175	4.206989084262545	3.571878686654949	3.888035448208064
SCN9A	3.8970084709901003	4.213464108967377	3.5855149085872857	3.8887469709844154
FRY	3.8907832650257044	4.200817175855051	3.580329295643621	3.8842255151627763
THSD7A	3.890314938997537	4.19944024556669	3.557540217097016	3.8838617976415835
SPEF2	3.8891597922750125	4.214900965340819	3.5706484751037344	3.8884657139650143
MYH13	3.883010544279803	4.1986838024316535	3.5605163543135165	3.878499495278334
DOCK3	3.8687675262107057	4.188587225390141	3.545911891902	3.8596203441145898
KCNT2	3.86856632757771	4.174295940937288	3.5503785553318594	3.8571295342341574
SORCS1	3.8685033852261	4.191533845198588	3.534230757935625	3.8644815941287507
CHL1	3.8569974057230865	4.10139038248555	2.8040547685274033	3.5249845453759794
CTNNA2	3.8569510438725416	4.18886873003014	3.52030872379925	3.851378682129029
COL3A1	3.8473384169900657	4.150638917289654	3.526907443259184	3.8404419971697172
RIMS1	3.8471368050669996	4.1440928374628445	3.5166939901522216	3.835343735992915
ZFPM2	3.833760494659593	4.162369981463993	3.5012152532507548	3.8272996323876423
TSHZ3	3.833691922181244	4.164331794540235	3.5172810772582	3.827502197387755
OTOF	3.8315108128564312	4.152809681218583	3.491777254130705	3.8227911539009765
FER1L6	3.8303021317496175	4.153204935507292	3.5069906525566847	3.8226289947309224
KIAA2022	3.822791205909942	4.126711258131987	3.509845372377736	3.8114731660737062
CDH18	3.820172449344042	4.151861141368036	3.4899094693923267	3.811549536537346
ANK1	3.8201127722943586	4.124872989887094	3.487270769320296	3.8086402531596084
NOTCH1	3.8144046511960896	4.114010836162115	3.519974601659946	3.80532305630895
POLQ	3.8124514027229752	4.130683235716824	3.4827102993693573	3.7996223908663977
TENM4	3.8097283115596263	4.120961367399814	3.468628692039344	3.7984703659077796
CPS1	3.807142286882241	4.0964789165895885	3.471686118705918	3.7916207542609697
GLI3	3.803875366559753	4.113208574966186	3.4732290405991	3.7965214968771925
MGA	3.7993799820296457	4.097157584435475	3.4845070136651826	3.7894202865356412
COL4A4	3.7984381326526715	4.095595464377079	3.5111573997638077	3.795823740267032
MUC2	3.795844554598829	4.108902318668357	3.4679314752034758	3.785585899656265
GPR158	3.790384744878016	4.090673586388589	3.48386954094641	3.781704713465011
HECTD4	3.7903257911095856	4.095714420108546	3.469877836436205	3.777321795516112
FNDC1	3.789671986933923	4.100585237953794	3.4727184892297727	3.7838234346018917
LRRIQ1	3.7874869178715906	4.112381823492746	3.4582155104326606	3.781963362511373
CACNA1A	3.7868761319250863	4.0961441757565655	3.4688845263347226	3.780423556619712
EP300	3.7858781124903795	4.0774032317516875	3.4837969997176037	3.782982495493446
TACC2	3.7852092159105606	4.084340089671278	3.487256221230131	3.7841610578038134
EPPK1	3.7799024257571854	4.093539493012361	3.456090045112125	3.772826078264
MYH6	3.7666112776194685	4.073032791148548	3.453087511393575	3.7621350929813406
FAM47A	3.7647097546824777	4.07335492008855	3.4476404004241483	3.758028209223439
BRINP3	3.7566648587943416	4.057393758761573	3.4334272213689734	3.7519606662760627
NOS1	3.752446694752211	4.059735376954188	3.452215204855454	3.7445391068546905
CNTN5	3.743021616402748	4.046313432413469	3.430349258478455	3.735956726002064
PPP1R3A	3.7232274019720895	4.02225349352429	3.4020555451424945	3.7149769620051902
CACNA1B	3.7224884710353146	4.022467985126102	3.4000842762161843	3.7151005559345194
GRM8	3.7200838650971617	4.0082444618225	3.381333682920511	3.703528822698953
KMT2B	3.719089882418224	4.004616596850654	3.4055777224822674	3.7119369476755
NCOR1	3.7145859688484744	4.025140265170513	3.389112063602994	3.7066418485174504
FLNA	3.7104203469438315	4.036005652826133	3.3967828845713295	3.7056848165534957
LPA	3.7091076098586155	4.014556864591992	3.378880308495087	3.6971184374755377
CDH8	3.708990565973235	4.004381804889501	3.3844317167274665	3.7038077481456235
SETD2	3.701216566994402	4.000649131121247	3.394015977136709	3.688706868685142
KCNB2	3.6992006586607866	4.006126035524171	3.3702057269533383	3.6850121298504024
NIPBL	3.697753937364955	3.9889309644907125	3.375856131736697	3.6878497568304773
ALPK2	3.67420892827238	3.975994183421665	3.334224811974717	3.6570490587204976
GOLGB1	3.673665574817882	3.991276427472285	3.3617440837617085	3.669872968276112
SMARCA4	3.6736332319028153	3.9892939143209754	3.3734239831842867	3.6729849310258196
CELSR1	3.649575257386651	3.9372632410648523	3.341803399822045	3.6389864682402036
GRID2	3.648895175772393	3.9355587626402144	3.3318683021809967	3.641422966404704
ASTN2	3.645562884563083	3.9560242630879077	3.3287314426567196	3.6354008205885853
TRIOBP	3.630758459029243	3.9214514352998617	3.300617029196634	3.6140725945359615
HIVEP3	3.629775958297933	3.940952842336622	3.2951706448551925	3.6135961596243993
MAP2	3.6288491231876856	3.9450238636471338	3.2985280989671177	3.620174821095887
CDH12	3.628747629276649	3.9383801324280423	3.31047329946	3.6239638819318634
ADAMTS18	3.626716592860229	3.9117594233539332	3.309294163126419	3.615274239322361
CHD4	3.6078947140107016	3.897597936764737	3.287203790759314	3.5978162576393924
CNTNAP4	3.6071880174948756	3.9167019404204835	3.2818683125135033	3.600409717839938
SPTB	3.6068700620831957	3.896872905961992	3.3018811788409472	3.600376203734957
PKD1	3.597997550320057	3.9043604703607775	3.2851238447965256	3.5908574693685313
PAPPA	3.5962874077158995	3.897595397813627	3.2890476717590693	3.5876090949826622
COL5A2	3.59056719390297	3.8772346807284337	3.2846369567685985	3.5822579675317914
CELSR3	3.584657295504795	3.8882119773185786	3.2699223512294813	3.580191811615936
EPHA5	3.579364884949201	3.873279197238197	3.2561252434106516	3.5728629053210827
FN1	3.573249262192401	3.8761624723584354	3.2482216120640035	3.5657805076776556
KIF2B	3.5719278621564357	3.8689982929514546	3.251061553182073	3.5637429675275842
MTOR	3.5686634982330254	3.8549340035941757	3.256017577363976	3.5588983646467844
MTUS2	3.557277163490717	3.846437158693342	3.2452126546737525	3.5501340410157627
NCOR2	3.5568375972144275	3.869595473007965	3.2399690706439688	3.5474002013885
NLRP3	3.551450898206785	3.867139733515596	3.241988069167934	3.5382393486896224
MED12	3.546668333575128	3.8685192909758874	3.2320379117651146	3.5409931134654196
MYT1L	3.5448048527277107	3.825808547914049	3.220851032386613	3.5271681423171777
FREM1	3.5333261681233528	3.8285148924795815	3.2329546524903976	3.5272588743030915
NRXN3	3.529523065641115	3.8484410038858785	3.2243748369141563	3.5247425955289846
RANBP2	3.5254610962846273	3.8482472445294666	3.2134064398492046	3.521753164274942
NBAS	3.514147353281668	3.824733301776131	3.194075010372596	3.5093189149114483
ROBO1	3.508883258271474	3.8079865422860686	3.2005053770221865	3.4992169212890403
ATP10A	3.50852564583293	3.834703740909966	3.204616761635087	3.5044849398404896
EPHA3	3.503425297096827	3.807945296874905	3.1949938230158543	3.4970811843140557
MED12L	3.5000579517916517	3.8145309436450052	3.1926769992940724	3.4975037499643133
ANKRD11	3.4953927736994865	3.809305489842588	3.1902275563921765	3.4960783104098017
NAV2	3.4929773483197883	3.775433525547696	3.1791059207942824	3.475861109278432
ARID2	3.492687019847636	3.7882598595105588	3.193430374716309	3.4806331337895884
ACACB	3.48733198088207	3.7809749302277442	3.181967213019346	3.4795638319286857
ZNF423	3.4871758332721985	3.7959043059467	3.173430805296316	3.476299829749778
