Hugo_Symbol	Mean	CL97.5%	CL2.5%
ZNF831	3.6900982576683963	3.951541621171944	3.4394438346139777
FREM2	4.0353149238922015	4.294826210578622	3.774373987139944
ADAMTS12	3.539126211820918	3.7956847598379007	3.2725181661351876
NF1	4.379579214585112	4.657690908145761	4.094331729763648
MYO18B	3.7585291315484146	4.024123947176874	3.4922626516102047
ZNF804A	3.599121365295684	3.8479538245541054	3.3452293924823433
PXDNL	3.627704502389059	3.8892737818517857	3.361564199079883
BSN	3.90440180950198	4.159858354933323	3.6234034228625562
MYH1	3.740993665360873	4.008526567536654	3.4917150175108462
CNTNAP2	3.7092435445825584	3.9970892458027962	3.4450311046055724
PDE4DIP	3.704276906808429	3.9621464226289516	3.470136230293148
PTPRT	3.823718405832531	4.0917125922844955	3.565267395054629
MYH2	3.7237063821823075	3.9877300613496933	3.460714099011972
DCC	3.8012777706568963	4.050876117024033	3.54404539875728
SCN10A	3.707276917930746	3.9671398117818333	3.460171440518503
PLXNA4	3.7023561796505184	3.9771250324928515	3.4398570615523165
TRRAP	3.793641528316065	4.060306732518846	3.5236302802174824
NALCN	3.5694374367962594	3.8169526781071244	3.319093766878667
TAF1L	3.578774846555075	3.8423542869027196	3.324494667494968
LRRK2	3.7721628024422165	4.029866843370462	3.518034500784109
STAB2	3.5759230898558836	3.8372798807329604	3.3143394845522507
CMYA5	3.837678894098848	4.122174697170145	3.5757227246588945
RNF213	3.7747729015232543	4.0297420965058235	3.502901657343023
MYCBP2	3.78772584738062	4.055318706457315	3.533590602030504
PRUNE2	3.6802509548338773	3.9509253483052613	3.4136651157927753
KALRN	3.6488467884558573	3.90007812262742	3.3976268882964824
ADAMTS20	3.4568113825915328	3.717375480919206	3.1989963932883803
ALMS1	3.5915694937477465	3.8427538869533566	3.335075797177209
MGAM	3.6249399013938564	3.889148858732387	3.3666161325735793
DYNC1H1	3.7205245032265077	3.9828628038656717	3.4556670849017146
ASTN1	3.355013662705306	3.618592076531143	3.1098102754403385
ANKRD30A	3.482978797953831	3.733361064891847	3.2351215572443643
ASXL3	3.596407214206468	3.8531537621548537	3.340351476063188
LRRC7	3.42411784346376	3.676355883729395	3.1677992681651856
PREX2	3.6613466237929653	3.9105564222568905	3.4081330413091817
FBN3	3.603554678697903	3.863151874382571	3.340351476063188
PRDM9	3.467239070975717	3.7128806123419693	3.2094506298677534
MYH8	3.476737667763946	3.733361064891847	3.220073183481443
SRCAP	3.579461768348701	3.8274781170644667	3.324621014113957
UNC79	3.490901051745487	3.743760399334443	3.2457011446192445
AKAP9	3.584225608089102	3.832553302132085	3.3247948141565162
SCN1A	3.510112137324644	3.7847673511827398	3.2566649242028225
TPTE	3.4321768251663305	3.686564059900167	3.177961388618812
HCN1	3.281052735336283	3.5357737104825295	3.0466462525553486
PRKDC	3.6834518455819087	3.9661087431125894	3.4289895980346032
MYH4	3.4712383195982484	3.723155322136135	3.230021428944755
NBEA	3.718060881823498	3.97753860552176	3.470625130671127
HSPG2	3.6898677544685197	3.951541621171944	3.4293481101991743
COL5A1	3.431329312852432	3.686564059900167	3.177961388618812
COL6A6	3.634535999347156	3.899267085861613	3.3716675378985888
RIMS2	3.543318838148845	3.800956738768719	3.2880292733925773
HERC1	3.5857855157668728	3.8375539493526074	3.3399540037633284
ZNF208	3.364913444198317	3.624168053244593	3.11536250065339
DYNC2H1	3.636592015433673	3.899344910055111	3.3819455334274218
NPAP1	3.3851397811880277	3.6348816497230314	3.1310438555224507
SPEN	4.153270613793916	4.429195258889583	3.8694833716795647
DOCK2	3.4760769851153626	3.728355259736883	3.215013853311725
PKD1L1	3.3776641037752806	3.6195329970357273	3.115688222071201
DYSF	3.406460319317084	3.6607560709271487	3.147054210883998
SCN5A	3.3338218688354893	3.587956944516666	3.0839997909152683
PCDH11X	3.293403833005357	3.5361414456578264	3.0572249804024043
LYST	3.3323053140034133	3.577682410469144	3.088742552524302
PCDH17	3.2348328342571113	3.4789391575663027	2.99466917529006
MYH7	3.3229327602019723	3.5726682559060454	3.0786117499477315
ABCA12	3.511143662894413	3.7747621275931995	3.2514810582748193
COL7A1	3.4772340473189605	3.7383663495034574	3.2301902571607775
HECW1	3.2454111512618984	3.4995580053039363	3.0051520935152274
ERBB4	3.393211010022398	3.645156258124903	3.1465607359397865
KMT2A	3.486309649739536	3.7387551349383803	3.220409870347135
DIDO1	3.2662436000205233	3.5253743760399336	3.0160472531493387
SCN11A	3.366482726638987	3.6142698658910937	3.125489991114828
TMEM132D	3.274936331514429	3.535531428172627	3.0312532664367096
MYO15A	3.4660883627797046	3.713266786951055	3.2147193018638114
ZAN	3.2950884200640984	3.541341653666147	3.042182844597773
MROH2B	3.3293474269747314	3.5725429017160684	3.0938071596550825
RB1	3.4429000537594137	3.691955696531642	3.1885421567090066
CACNA1C	3.324207628823555	3.5726682559060454	3.083677415982857
VWF	3.4402750313361956	3.686755758930893	3.1883754965502824
MKI67	3.410144929444833	3.650925733305596	3.167468116245035
SPEG	3.3003076273310357	3.5515573813114245	3.0474099628874605
TENM2	3.288297240730688	3.5361414456578264	3.0369557263080864
ADCY8	3.2217844211422877	3.4636987726232573	2.979301693497805
ZNF804B	3.2615664109586833	3.5051224712673563	3.0057501306847882
SCN3A	3.1732162613270467	3.416839901012962	2.9319799914195928
SALL1	3.1421492925513776	3.3906612122214583	2.9006205190928926
CDH9	3.1406213076572667	3.3903593156882113	2.9107441471571907
VPS13D	3.309711217398367	3.561772046589019	3.0678373575833593
LPHN3	3.1205215649028197	3.3697347893915754	2.8849169018501097
EYS	3.2101635241930007	3.4730165332224185	2.958394313192557
WDFY3	3.4163231165187744	3.661136824587862	3.167633683550259
BRCA2	3.310099731116644	3.551926777263508	3.0730636563185953
PCDH10	3.1546270528945906	3.3959124239430025	2.911200543563477
FSIP2	3.312923176407938	3.562142485699428	3.0578973509621594
PDZD2	3.3356497796566984	3.5931568821174147	3.0942922851766674
FAM47C	3.0960473784819262	3.3336800499271892	2.8638620329239615
UTRN	3.2508191539956246	3.499739989599584	3.0054359188793645
FBXW7	3.3711654817589953	3.6243565077219078	3.1305899828220296
CRB1	3.0837054683383602	3.3232314107167222	2.8532608695652173
LAMA3	3.1799696339283976	3.4219148161630875	2.932133241671339
CARD11	3.1364343371350096	3.3953826955074873	2.8955208278889875
DNAH1	3.3496459219210437	3.6033693843594015	3.0893883951907997
FBN1	3.220801918115084	3.458318165271205	2.984060621897047
CHD6	3.1182474375390647	3.3645345813832552	2.879690603114874
LAMA5	3.10114753704182	3.343907639502834	2.869088058531487
CDH23	3.2187526017468278	3.458498023715415	2.958858278007214
PCNT	3.19849337505691	3.4575989185254508	2.9530131186954476
IGSF10	3.2470491606364233	3.5047011366564997	3.020484949832776
SCN2A	3.1169383306184337	3.349456493472721	2.879690603114874
DCHS1	3.1749346573160966	3.41671433771907	2.9371798892024668
PTPRB	3.150389056060731	3.4007591908897092	2.9110483955262882
SPAG17	3.103789042885913	3.349233769132344	2.8743140841390122
ACAN	3.109533439406964	3.3543085963908683	2.8744643043796385
LCT	3.0108586472230106	3.2554995059545475	2.7802456232035535
DSP	3.2583547120332788	3.5101404056162244	3.0158896090319884
CTNND2	3.012066025508313	3.235370611183355	2.7650010453690155
EP400	3.106682501169307	3.3440815477428747	2.864034468045075
NCKAP5	3.0886275719636878	3.338359939680724	2.8330981130102977
MYO3A	3.1211283883131955	3.3596837944664033	2.889865279483802
AKAP6	3.084139006707171	3.3332856609298056	2.8532608695652173
ROBO2	3.0967181092923233	3.3237499627426192	2.8637351173052106
F8	3.0582760014826946	3.3021320852834117	2.816975018292046
VPS13C	3.115283550707921	3.349456493472721	2.874614540323002
DSCAML1	3.189092045748582	3.432315773051121	2.947659727582943
SLIT2	3.116313208544363	3.3645345813832552	2.884766135354063
ROS1	3.2252515752712645	3.468719122159239	2.9843725500444256
MYO16	3.0274245039079815	3.2610391636760805	2.79592370002613
USP34	3.1759213302392673	3.422040372696087	2.9373334030209586
CHD7	3.1139325841514	3.369384359400998	2.8744643043796385
TCHH	3.1071428097125438	3.3541341653666144	2.8741871821766467
GRIN2B	2.9654489587825554	3.208695199958396	2.7179594396822075
DMBT1	3.0857774151785677	3.3232785521115042	2.84833281070346
AFF2	2.959254827365292	3.1982942430703627	2.7278428093645486
OTOGL	2.9481482081835155	3.1828583315997507	2.7123072903057226
ATRX	4.171893788503988	4.444559962572127	3.904940012601055
TEX15	2.9306446392414016	3.1622197950798356	2.6915438486463885
F5	2.998929954281796	3.245224335469856	2.754547355216391
TRPS1	2.851437419789134	3.0892448512585813	2.6233277591973243
SRRM2	3.1483270698645844	3.385687539005617	2.921195652173913
ZDBF2	3.039471312287188	3.281501898174632	2.8012961220863386
TNXB	3.050823292313323	3.291902855062666	2.7965082849824894
TRIO	3.054436302437152	3.287044260675092	2.816848034775371
TECTA	3.090126037603958	3.338359939680724	2.848205868160224
UBR5	3.1601144330039985	3.4111590660912072	2.9113527075057495
ASH1L	2.9701153693664244	3.2189287571502865	2.73843741834335
TNN	2.828285279488652	3.0733229329173164	2.6072507606447384
PTPRZ1	3.048148255167659	3.3017886855241265	2.806522420821574
TRPM6	2.9715029128466206	3.2038279502782547	2.73843741834335
ADAMTS16	2.911194414232911	3.151489937074211	2.685896430997544
COL14A1	2.9820630642017245	3.2141886583417962	2.7436634439508754
SCN9A	3.1171673542707783	3.3445550953702097	2.879690603114874
FRY	3.075230710114215	3.3178583947476237	2.8377319048863336
THSD7A	2.9769549435940013	3.219221977054234	2.7334970992526
SPEF2	2.983897431682739	3.224464322862492	2.749033134733981
MYH13	2.993383286816873	3.2246320278774636	2.7644230769230766
DOCK3	3.0975563504234747	3.3338057277054793	2.868811224736143
KCNT2	2.869637402526293	3.094928478543563	2.644230769230769
SORCS1	2.8565525783497474	3.08436492250078	2.6335144334972984
CHL1	2.3113880735898182	2.5180791842255865	2.110652525991328
CTNNA2	2.863998118866041	3.08956621242068	2.6388671160578983
COL3A1	2.8246985054944744	3.0581994070837886	2.6022887599937294
RIMS1	3.0366194402652025	3.2714412024756854	2.801169118082944
ZFPM2	2.84064842352511	3.073928487487187	2.6179651983069445
TSHZ3	2.7817964991633732	3.016434366548783	2.5705329153605017
OTOF	2.8754095751668767	3.110209601081812	2.6494565217391304
FER1L6	2.8787987196536915	3.115248595797795	2.6392808612940315
KIAA2022	2.9577892124769773	3.1882248920788476	2.7125908116866144
CDH18	2.8443590878648175	3.084009713292998	2.607659527955017
ANK1	2.889620878783343	3.120611639881417	2.659908026755853
NOTCH1	3.550339071128978	3.806281443482339	3.298311640792431
POLQ	2.9218980593484534	3.167217260222989	2.69140318787562
TENM4	3.013356362324413	3.2454361054766734	2.7700831024930745
CPS1	2.681751944786989	2.9177463560057126	2.461072212352388
GLI3	3.0035930462461082	3.2400665695860207	2.7799550608768353
MGA	3.4173547190134737	3.671281165611869	3.157509540488264
COL4A4	2.934536880900255	3.167420814479638	2.7018552390906714
MUC2	3.080061324645283	3.318203501266738	2.848057019998056
GPR158	2.800642919985653	3.0323203863871604	2.565851268469271
HECTD4	2.999649500032264	3.2350340666770685	2.7647120309396884
FNDC1	2.8747411270419927	3.115248595797795	2.6443689574078912
LRRIQ1	2.9279638678668993	3.167217260222989	2.7065298118571293
CACNA1A	2.9198391277095803	3.1519436770497378	2.6810912511759173
EP300	3.3915945357728123	3.645156258124903	3.1364349189754313
TACC2	3.0714984954000903	3.317732709308372	2.832526951467797
EPPK1	3.019111649157362	3.260699984398565	2.7753096743845713
MYH6	2.9147086973704703	3.1617264690587623	2.6809511366605694
FAM47A	2.756550733460184	2.9803391241027777	2.5240384615384617
BRINP3	2.802800722480445	3.037395329484579	2.5813868422427757
NOS1	2.900412489516123	3.1412523403370085	2.660325092771651
CNTN5	2.855345367142626	3.1144387251078873	2.6284161571824214
PPP1R3A	2.8567815724431243	3.0994851526340423	2.613285945748184
CACNA1B	2.865501652081237	3.0897269180754225	2.6288282638235603
GRM8	2.759848425939788	2.985540414022678	2.5241703684348056
KMT2B	3.0038250792721843	3.245098549066514	2.774874581939799
NCOR1	2.9233970084473664	3.157018775680033	2.686317549911153
FLNA	2.869807190551947	3.1199625604492747	2.644092595495637
LPA	2.713639323761252	2.9388816644993496	2.487458193979933
CDH8	2.8017677021839718	3.0273081924577374	2.5712045989025345
SETD2	3.484339515180637	3.7238613886740106	3.235459764946901
KCNB2	2.7679282083893626	3.005876540641739	2.5497674904644962
NIPBL	3.045774180608791	3.291902855062666	2.8015889609031985
ALPK2	2.726355869047013	2.9495644058386046	2.503135451505017
GOLGB1	2.8647215539433675	3.1048470979821094	2.623611846873704
SMARCA4	3.3114990032919396	3.5769990641572216	3.0730636563185953
CELSR1	2.9754689736953703	3.21909615684643	2.73858053726351
GRID2	2.66222372385711	2.8920434607201106	2.4452691507718898
ASTN2	2.706071550291638	2.9387021589120996	2.482102732925746
TRIOBP	2.811681238193719	3.0476388599958395	2.591575120979624
HIVEP3	2.7808158641054885	3.016434366548783	2.550039905249884
MAP2	2.8884902279298523	3.115860701204223	2.654959757499739
CDH12	2.650081748985528	2.876313325704775	2.4246224591106236
ADAMTS18	2.794575446591045	3.027276822799451	2.5761613628050375
CHD4	2.9166430714145988	3.1566904155182276	2.686036789297659
CNTNAP4	2.5973292472571456	2.81937214005146	2.3825696222373165
SPTB	2.806941544755681	3.0375533132216788	2.5917023722437036
PKD1	2.8015242328481738	3.037237362180154	2.5812519594523984
PAPPA	2.7685511149224378	2.990897269180754	2.544808486178607
COL5A2	2.642750360060123	2.860858257477243	2.4243690892941117
CELSR3	2.8790556091387787	3.110335575949711	2.6494565217391304
EPHA5	2.6817417547416498	2.9125708638893224	2.4558479005041622
FN1	2.7898904650848686	3.021918361112154	2.56061872909699
KIF2B	2.6756562600242098	2.8974198918019143	2.4457799843219235
MTOR	3.181737439419577	3.426937077483099	2.9373334030209586
MTUS2	2.72947468988085	2.9593800384875437	2.508099069913262
NCOR2	2.7555914964847177	2.9754473574698292	2.5241703684348056
NLRP3	2.5533211950544934	2.7725759467332503	2.3457449592086665
MED12	2.7475273796664594	2.970217197480059	2.523906568427653
MYT1L	2.7327444479796523	2.954486345903771	2.513324276308914
FREM1	2.7938406735209473	3.0269932906849744	2.5658444816053514
NRXN3	2.72272226289812	2.9492847854356308	2.508099069913262
RANBP2	2.7365735694625575	2.9748283752860414	2.5134556095521763
NBAS	2.696641945417535	2.9281739220887295	2.4716517740502693
ROBO1	2.825677784277085	3.0632411067193677	2.612466691049689
ATP10A	2.75520180647529	3.0006760621977224	2.5445425570823974
EPHA3	2.6253630002883956	2.8403475003901577	2.40372054135967
MED12L	2.7169470174795443	2.9541790190877415	2.4824918992369605
ANKRD11	2.8381609102967587	3.0635597628211797	2.617701187088148
NAV2	2.7257941927993077	2.9492847854356308	2.4979096989966556
ARID2	2.8632727423541273	3.1048116000254966	2.628690880585315
ACACB	2.760505668543176	2.990741703942578	2.534489966555184
ZNF423	2.5003538666626044	2.7154970608125684	2.2885208213595276
TRANK1	2.7488057889144972	2.990556746053172	2.523911108570682
NLRP5	2.6166766968643	2.850158631091694	2.3881688963210705
FLNB	2.751803563952534	2.9855112726496302	2.529132047865392
ZNF521	2.632229642123206	2.8556344786218264	2.408820148395862
GRM1	2.6465838409703806	2.876313325704775	2.4246224591106236
CNTN6	2.7075078169130773	2.9335275148236764	2.482102732925746
PLCE1	2.704565299108474	2.943623881838985	2.482102732925746
VPS13A	2.7281012257819284	2.954332674503277	2.5030046506767
ADAMTSL3	2.5452610799472812	2.762315975654164	2.3253383497935936
CHD5	2.624307218377724	2.8556344786218264	2.398620401337793
COL4A5	2.5842445933817837	2.808842652795839	2.3568143812709033
SCN7A	2.655961656017567	2.881664499349805	2.434945955446147
DCDC1	2.623635346575717	2.850158631091694	2.403469355765714
LPHN2	2.6494676861897215	2.876313325704775	2.4297209739784718
DMXL2	2.738686373395285	2.959841864336246	2.5135869565217392
SETBP1	2.5530196279590966	2.777488817226672	2.335545221798422
CENPF	2.736835096050495	2.9648894668400523	2.5134595898990013
GTF3C1	2.6800596032896498	2.9073698444895197	2.460943622968807
C6	2.5477547117313355	2.762172284644195	2.3403980139794123
TMEM132B	2.5114435306713103	2.7259012641107008	2.2989706881237266
BCLAF1	2.644168630989514	2.8711120357848747	2.429594022676211
CPAMD8	2.6812487661445776	2.9075210652241754	2.461072212352388
ITPR2	2.7077786907272205	2.9387288047435765	2.482232441471572
BRWD3	2.6068730224053045	2.8347030063455736	2.382818623608716
CFH	2.5574337153596836	2.7777777777777777	2.3357893086690704
TLN2	2.721350324489875	2.9491313845833766	2.497779171238961
CHD8	2.810925011408329	3.0476388599958395	2.57643062451006
SAMD9L	2.6029523579570415	2.8245942571785267	2.3879193228132514
CD163L1	2.6097266629587357	2.8349768011647636	2.398244422383615
DMXL1	2.608153800879031	2.8347030063455736	2.382818623608716
MAP1A	2.6185712752424677	2.8300905212777026	2.4086942891478134
PLCH1	2.603780470702358	2.819392426133999	2.382694116417598
ABCB5	2.6121601121549536	2.8297960882230546	2.398244422383615
CACNA1H	2.6320737138601196	2.8556566970091026	2.408818524123627
ZNF292	3.020130319722153	3.260699984398565	2.7956314991900504
POLE	2.5985399664968356	2.82444733420026	2.3775931441709774
COL5A3	2.6287467711114267	2.8553596504914966	2.403594942000209
SPATA31D1	2.57129340301519	2.7881814398668334	2.361546499477534
SZT2	2.61533384544333	2.8300696626464132	2.398369735604556
ZNF462	2.7057039967191265	2.9286308780690806	2.4873282123634843
MYLK	2.539682912257888	2.767086237386872	2.3198640334509757
CTNNB1	3.67571003973043	3.9259528885653374	3.423762479744916
EPHA6	2.5109568115525973	2.746138243095647	2.2887599937294247
EGFR	2.8283898132090335	3.068282281969941	2.5921087013326365
IGSF1	2.4840211534691634	2.7098720482679703	2.257407117102994
PCDHB7	2.4461932370378916	2.668527082622862	2.22593792454802
MYO7B	2.525541483954911	2.741364960466084	2.309420554887925
PCDHB8	2.3805432837515688	2.5958487228840452	2.173458725182863
AKAP13	2.6336862327014776	2.845823989762116	2.409071906354515
COL19A1	2.4846700511562805	2.7100130039011705	2.277951933124347
KDR	2.5592506476139825	2.7828348504551363	2.3407648863377952
CEP350	2.597956080658919	2.8092810321506607	2.38766704463937
LAMB4	2.495827637163906	2.720416124837451	2.2832958879774283
KCNH7	2.411564095420127	2.6219956300072833	2.194586686174104
TIAM1	2.5822817890853353	2.8137514952930776	2.366767283809618
NSD1	2.7955161188574134	3.0170311808199686	2.5758994813145097
DOCK10	2.556762401244126	2.777633289986996	2.330436230156067
USP9X	2.6061627359932316	2.8347030063455736	2.382818623608716
PCNXL2	2.5283727179751394	2.7516254876462938	2.3197492163009406
COL4A1	2.440358021686453	2.658135663753641	2.230802280331271
FRYL	2.5226519237077447	2.7464239271781534	2.309420554887925
TNC	2.597110018883809	2.814316974555537	2.3876698014629048
SLIT3	2.515030255142245	2.7413488344849437	2.288879598662207
SLITRK3	2.3977110359602625	2.61652101539742	2.1787832764649466
DUSP27	2.425442120924514	2.6223951257353195	2.215256008359457
TAF1	2.825475406480137	3.0482405030465753	2.6072507606447384
PCDH18	2.4766626870431883	2.689486552567237	2.2675026123301985
SORL1	2.6377113852809946	2.876014146037029	2.419270561187167
ABCB1	2.512135217982596	2.7309612983770286	2.2887599937294247
ABCC9	2.594160172730178	2.7990219031267882	2.3621635746015155
IGF2R	2.5174388593351447	2.736163129421556	2.2990908140871564
SDK2	2.518744143147166	2.731103365759767	2.304195621505826
PPFIA2	2.5553476288144013	2.777904204594711	2.3408924652523777
SMAD4	2.711831639409594	2.9336801040312093	2.492423450726304
PXDN	2.675045403052142	2.897395445617977	2.460943622968807
LTBP1	2.3273655620685947	2.5438277063933827	2.1212121212121215
CACNA1G	2.512903372298726	2.7309612983770286	2.293865607691504
TRHDE	2.5015628379547077	2.725475918027671	2.278189988504546
SMG1	2.4965935528953587	2.7104359587972118	2.278309034853948
MEGF8	2.580017206422445	2.803641092327698	2.356563661478587
ABCA4	2.572686261291316	2.798420363895952	2.3513428780436825
GPR179	2.6254069991005142	2.845401581356638	2.3935197282466683
ARID1B	2.8537582992708352	3.0894055234826028	2.618248423337967
PTPRC	2.4242505435246238	2.6425301706200583	2.210146820628037
LAMA4	2.4065950373495415	2.6219858672883034	2.1994542770010717
MYH15	2.5874915366860414	2.814044213263979	2.367142185295501
LRBA	2.6532027034839265	2.8764629388816645	2.4400438894404095
HIVEP1	2.5441155294456235	2.762172284644195	2.3303202884163228
PTCHD2	2.4211451887322584	2.6373283395755305	2.2151402748027795
